tuple_id,src,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
846,flights,,12:13 p.m.,,2:10 p.m.
847,flights,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
848,flights,12:00 p.m.,11:51 a.m.,1:45 p.m.,1:15 p.m.
849,flights,,5:22 p.m.,,8:03 p.m.
850,flights,,8:25 p.m.,,8:56 p.m.
851,flights,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
852,flights,,1:32 p.m.,,5:34 p.m.
853,flights,,3:36 p.m.,,3:33 p.m.
854,flights,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
855,flights,6:30 p.m.,,7:25 p.m.,
856,flights,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
857,flights,7:15 p.m.,,12:21 a.m.  Fri 02-Dec-2011,
858,flights,,2:10 p.m.,,7:58 p.m.
859,flights,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
860,flights,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
861,flights,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
862,flights,,5:08 p.m.,,7:55 p.m.
863,flights,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
864,flights,,4:15 p.m.,,7:36 p.m.
865,flights,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
866,flights,,10:20 a.m.,,6:34 p.m.
867,flights,,7:07 a.m.,,10:47 a.m.
868,flights,,11:01 a.m.,,3:04 p.m.
869,flights,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
870,flights,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
871,flights,,1:48 p.m.,,4:17 p.m.
872,flights,11:55 p.m.,,5:50 a.m.  Fri 02-Dec-2011,
873,flights,4:25 p.m.,,12:29 a.m.  Fri 02-Dec-2011,
874,flights,9:00 p.m.,,12:15 a.m.  Fri 02-Dec-2011,
875,flights,8:25 p.m.,,11:50 p.m.,
876,flights,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
877,flights,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
878,flights,,8:26 a.m.,,9:13 a.m.
879,flights,1:30 p.m.,,3:50 p.m.,
880,flights,,3:01 p.m.,,4:59 p.m.
881,flights,,7:27 a.m.,,8:45 a.m.
882,flights,11:08 p.m.,,5:11 a.m.,
883,flights,5:30 p.m.,,6:40 p.m.,
884,flights,,1:32 p.m.,,8:02 a.m.
885,flights,,11:15 a.m.,,2:00 p.m.
886,flights,,8:39 p.m.,,9:20 p.m.
887,flights,,2:52 p.m.,,4:44 p.m.
888,flights,,2:48 p.m.,,7:10 p.m.
889,flights,,9:16 a.m.,,11:45 a.m.
890,flights,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
891,flights,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
892,flights,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
893,flights,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
894,flights,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
895,flights,,8:52 a.m.,,12:09 p.m.
896,flights,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
897,flights,,8:56 a.m.,,10:16 a.m.
898,flights,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
899,flights,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
900,flights,,11:40 a.m.,,4:56 p.m.
901,flights,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
902,flights,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
903,flights,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
904,flights,,3:31 p.m.,,5:26 p.m.
905,flights,11:55 a.m.,11:43 a.m.,6:17 p.m.,5:38 p.m.
906,flights,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
907,flights,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
908,flights,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
909,flights,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
910,flights,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
911,flights,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
912,flightarrival,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.
913,flightarrival,6:30 p.m.,6:56 p.m.,7:25 p.m.,7:35 p.m.
914,flightarrival,8:41 a.m.,,9:54 a.m.,
915,flightarrival,,12:14 p.m.,,2:01 p.m.
916,flightarrival,6:00 a.m.,,7:23 a.m.,
917,flightarrival,12:30 a.m.,,5:35 a.m.,
918,flightarrival,,7:56 a.m.,,9:09 a.m.
919,flightarrival,9:45 a.m.,,1:16 p.m.,
920,flightarrival,7:00 a.m.,,9:55 a.m.,
921,flightarrival,2:30 p.m.,,7:03 p.m.,
922,flightarrival,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:00 a.m.
923,flightarrival,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
924,flightarrival,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
925,flightarrival,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
926,flightarrival,,12:56 p.m.,,3:20 p.m.
927,flightarrival,,4:02 p.m.,,5:09 p.m.
928,flightarrival,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:11 p.m.
929,flightarrival,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:17 p.m.
930,flightarrival,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:36 p.m.
931,flightarrival,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
932,flightarrival,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:10 p.m.
933,flightarrival,7:15 p.m.,7:15 p.m. (Estimated),12:21 a.m.,12:21 a.m. (Estimated)
934,flightarrival,9:15 a.m.,,12:18 p.m.,
935,flightarrival,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:36 p.m.
936,flightarrival,,4:37 p.m.,,7:26 p.m.
937,flightarrival,8:00 p.m.,,9:45 p.m.,
938,flightarrival,10:25 a.m.,,6:44 p.m.,
939,flightarrival,,7:31 a.m.,,10:45 a.m.
940,flightarrival,10:40 a.m.,11:02 a.m.,2:59 p.m.,2:52 p.m.
941,flightarrival,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:18 p.m.
942,flightarrival,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
943,flightarrival,4:25 p.m.,4:28 p.m. (Estimated runway),12:29 a.m.,12:01 a.m. (Estimated runway)
944,flightarrival,8:25 p.m.,8:29 p.m. (Estimated runway),11:50 p.m.,11:35 p.m. (Estimated runway)
945,flightarrival,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:40 a.m.
946,flightarrival,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:28 p.m.
947,flightarrival,8:29 a.m.,,9:24 a.m.,
948,flightarrival,11:08 p.m.,,5:11 a.m.Dec 02,
949,flightarrival,5:30 p.m.,,6:09 p.m.,
950,flightarrival,1:45 p.m.,,8:27 a.m.,
951,flightarrival,,11:47 a.m.,,2:02 p.m.
952,flightarrival,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:19 p.m. (Estimated)
953,flightarrival,,9:43 a.m.,,12:10 p.m.
954,flightarrival,,8:18 a.m.,,11:26 a.m.
955,flightarrival,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:04 a.m.
956,flightarrival,2:55 p.m.,,5:00 p.m.,
957,flightarrival,7:35 a.m.,,9:43 a.m.,
958,flightarrival,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:40 p.m.
959,flightarrival,7:55 a.m.,,11:05 a.m.,
960,flightarrival,9:05 a.m.,,11:53 a.m.,
961,flightarrival,,8:07 a.m.,,1:27 p.m.
962,flightarrival,3:05 p.m.,3:38 p.m.,6:30 p.m.,6:36 p.m.
963,flightarrival,11:25 a.m.,,5:25 p.m.,
964,flightarrival,4:00 p.m.,,6:40 p.m.,
965,flightarrival,,9:01 a.m.,,10:47 a.m.
966,flightarrival,10:40 a.m.,10:55 a.m.,12:55 p.m.,12:48 p.m.
967,flightarrival,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
968,flightarrival,7:10 a.m.,7:40 a.m.,10:45 a.m.,11:00 a.m.
969,flightarrival,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:09 p.m.
970,flightwise,7:10 a.m.,7:16 a.m.,9:30 a.m.,9:22 a.m.
971,flightwise,6:00 a.m.,6:56 a.m.,6:50 a.m.,7:49 a.m.
972,flightwise,7:10 a.m.,7:31 a.m.,9:00 a.m.,9:26 a.m.
973,flightwise,6:30 p.m.,6:47 p.m.,7:08 p.m.,7:25 p.m.
974,flightwise,7:25 a.m.,7:39 a.m.,10:43 a.m.,10:43 a.m.
975,flightwise,11:05 a.m.,11:45 a.m.,4:37 p.m.,4:57 p.m.
976,flightwise,8:41 a.m.,8:51 a.m.,9:34 a.m.,9:44 a.m.
977,flightwise,1:33 p.m.,1:48 p.m.,4:20 p.m.,4:20 p.m.
978,flightwise,1:05 p.m.,1:19 p.m.,2:17 p.m.,2:49 p.m.
979,flightwise,8:25 p.m.,8:29 p.m.,11:31 p.m.,11:35 p.m.
980,flightwise,7:15 p.m.,7:25 p.m.,11:52 p.m.,12:02 a.m.
981,flightwise,5:25 p.m.,5:38 p.m.,8:04 p.m.,7:43 p.m.
982,flightwise,4:00 p.m.,4:12 p.m.,6:30 p.m.,6:11 p.m.
983,flightwise,7:27 p.m.,7:27 p.m.,8:46 p.m.,8:46 p.m.
984,flightwise,7:15 a.m.,7:21 a.m.,10:18 a.m.,10:29 a.m.
985,flightwise,3:35 p.m.,3:36 p.m.,3:50 p.m.,3:26 p.m.
986,flightwise,6:00 a.m.,6:10 a.m.,6:30 a.m.,6:09 a.m.
987,flightwise,7:10 a.m.,7:39 a.m.,10:09 a.m.,10:52 a.m.
988,flightwise,6:45 p.m.,6:56 p.m.,9:00 p.m.,8:38 p.m.
989,flightwise,3:05 p.m.,3:36 p.m.,5:57 p.m.,6:30 p.m.
990,travelocity,7:10 a.m.,7:02 a.m.,9:40 a.m.,9:32 a.m.
991,travelocity,6:40 a.m.,6:40 a.m.,9:25 a.m.,9:28 a.m.
992,travelocity,Not Available,8:48 a.m.,Not Available,11:58 a.m.
993,travelocity,Not Available,9:00 a.m.,Not Available,9:43 a.m.
994,travelocity,7:45 p.m.,7:45 p.m.,10:30 p.m.,10:30 p.m.*
995,travelocity,6:30 p.m.,Not Available,7:25 p.m.,Not Available
996,travelocity,12:00noon,11:54 a.m.,3:15 p.m.,3:16 p.m.
997,travelocity,3:27 p.m.,Contact Airline,5:05 p.m.,Contact Airline
998,travelocity,11:25 a.m.,11:20 a.m.,5:25 p.m.,4:56 p.m.
999,travelocity,11:25 p.m.,Not Available,Dec 02 6:55 a.m.,Dec 02 Not Available
1000,travelocity,Not Available,6:09 a.m.,Not Available,7:17 a.m.
1001,travelocity,12:15 p.m.,12:10 p.m.,2:45 p.m.,2:50 p.m.
1002,travelocity,4:00 p.m.,Contact Airline,6:46 p.m.,Contact Airline
1003,travelocity,7:00 a.m.,7:04 a.m.,9:55 a.m.,9:45 a.m.
1004,travelocity,Not Available,8:24 a.m.,Not Available,9:56 a.m.
1005,travelocity,4:15 p.m.,4:16 p.m.,7:55 p.m.,7:39 p.m.
1006,travelocity,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
1007,travelocity,11:50 a.m.,11:54 a.m.,3:50 p.m.,4:09 p.m.
1008,travelocity,6:00 a.m.,5:58 a.m.,9:20 a.m.,9:05 a.m.
1009,travelocity,11:05 a.m.,Contact Airline,4:57 p.m.,Contact Airline
1010,travelocity,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
1011,travelocity,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
1012,travelocity,10:45 a.m.,10:42 a.m.,2:20 p.m.,1:40 p.m.
1013,travelocity,7:55 a.m.,7:51 a.m.,11:05 a.m.,11:01 a.m.
1014,travelocity,10:15 a.m.,10:10 a.m.,12:10 p.m.,11:56 a.m.
1015,travelocity,7:30 a.m.,7:28 a.m.,8:00 a.m.,8:06 a.m.
1016,travelocity,1:00 p.m.,1:48 p.m.,2:35 p.m.,3:30 p.m.
1017,travelocity,9:05 a.m.,9:59 a.m.,12:35 p.m.,1:27 p.m.
1018,travelocity,11:45 a.m.,11:47 a.m.,2:00 p.m.,2:10 p.m.
1019,travelocity,12:00noon,Contact Airline,1:45 p.m.,Contact Airline
1020,travelocity,7:25 a.m.,7:22 a.m.,11:10 a.m.,11:06 a.m.
1021,travelocity,11:35 a.m.,11:33 a.m.,2:25 p.m.,2:27 p.m.
1022,travelocity,10:40 a.m.,10:46 a.m.,2:45 p.m.,2:46 p.m.
1023,travelocity,7:15 a.m.,7:08 a.m.,10:35 a.m.,10:36 a.m.
1024,travelocity,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
1025,travelocity,6:45 p.m.,6:40 p.m.,9:10 p.m.,8:53 p.m.
1026,travelocity,7:15 p.m.,Contact Airline,Dec 02 12:21 a.m.,Dec 02 Contact Airline
1027,travelocity,Not Available,2:37 p.m.,Not Available,7:58 p.m.
1028,travelocity,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
1029,travelocity,6:00 a.m.,5:59 a.m.,7:30 a.m.,7:51 a.m.
1030,travelocity,7:10 a.m.,7:10 a.m.,9:35 a.m.,9:31 a.m.
1031,travelocity,3:50 p.m.,Contact Airline,6:23 p.m.,Contact Airline
1032,travelocity,8:00 p.m.,8:01 p.m.,9:45 p.m.,9:53 p.m.
1033,travelocity,7:05 a.m.,Contact Airline,10:31 a.m.,Contact Airline
1034,travelocity,10:40 a.m.,10:47 a.m.,2:59 p.m.,3:04 p.m.
1035,travelocity,Not Available,1:47 p.m.,Not Available,4:23 p.m.
1036,travelocity,11:55 p.m.,Not Available,Dec 02 5:50 a.m.,Dec 02 Not Available
1037,travelocity,4:25 p.m.,Not Available,12:29 a.m.,Not Available
1038,travelocity,9:00 p.m.,Not Available,Dec 02 12:15 a.m.,Dec 02 Not Available
1039,travelocity,8:25 p.m.,Not Available,11:50 p.m.,Not Available
1040,travelocity,6:59 a.m.,6:56 a.m.,10:34 a.m.,10:04 a.m.
1041,travelocity,8:35 a.m.,8:31 a.m.,11:50 a.m.,11:44 a.m.
1042,travelocity,Not Available,2:42 p.m.,Not Available,5:42 p.m.
1043,travelocity,Not Available,8:35 a.m.,Not Available,9:13 a.m.
1044,travelocity,1:30 p.m.,Not Available,3:50 p.m.,Not Available
1045,travelocity,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
1046,travelocity,Not Available,7:41 a.m.,Not Available,8:45 a.m.
1047,travelocity,Not Available,1:50 p.m.,Not Available,8:02 a.m.
1048,travelocity,11:15 a.m.,Contact Airline,1:40 p.m.,Contact Airline
1049,travelocity,8:20 p.m.,8:30 p.m.,9:20 p.m.,9:19 p.m.*
1050,travelocity,2:55 p.m.,Contact Airline,4:53 p.m.,Contact Airline
1051,travelocity,2:30 p.m.,Contact Airline,7:03 p.m.,Contact Airline
1052,travelocity,2:35 p.m.,2:32 p.m.,4:05 p.m.,3:43 p.m.
1053,travelocity,2:55 p.m.,3:00 p.m.,5:55 p.m.,5:43 p.m.
1054,travelocity,7:15 a.m.,7:10 a.m.,11:35 a.m.,11:06 a.m.
1055,travelocity,2:55 p.m.,Contact Airline,5:00 p.m.,Contact Airline
1056,travelocity,12:10 p.m.,12:01 p.m.,2:15 p.m.,1:43 p.m.
1057,travelocity,9:05 a.m.,Contact Airline,11:53 a.m.,Contact Airline
1058,travelocity,1:05 p.m.,1:06 p.m.,2:35 p.m.,3:13 p.m.
1059,travelocity,Not Available,8:07 a.m.,Not Available,1:30 p.m.
1060,travelocity,8:35 a.m.,8:32 a.m.,10:40 a.m.,10:16 a.m.
1061,travelocity,3:05 p.m.,3:09 p.m.,6:30 p.m.,6:43 p.m.
1062,travelocity,4:00 p.m.,3:52 p.m.,6:40 p.m.,6:15 p.m.
1063,travelocity,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
1064,travelocity,11:55 a.m.,Contact Airline,6:17 p.m.,Contact Airline
1065,travelocity,10:40 a.m.,10:35 a.m.,12:55 p.m.,12:50 p.m.
1066,travelocity,7:10 a.m.,7:05 a.m.,3:30 p.m.,3:14 p.m.
1067,travelocity,6:45 a.m.,6:41 a.m.,7:45 a.m.,7:40 a.m.
1068,travelocity,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
1069,travelocity,6:00 a.m.,5:56 a.m.,6:40 a.m.,6:19 a.m.
1070,travelocity,7:10 a.m.,7:14 a.m.,10:45 a.m.,11:12 a.m.
1071,foxbusiness,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.
1072,foxbusiness,,7:42 p.m.,,10:29 p.m.
1073,foxbusiness,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
1074,foxbusiness,8:00 a.m.,8:49 a.m.,11:55 a.m.,11:58 a.m.
1075,foxbusiness,,9:01 a.m.,,9:43 a.m.
1076,foxbusiness,7:45 p.m.,7:59 p.m.,10:30 p.m.,
1077,foxbusiness,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:16 p.m.
1078,foxbusiness,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:17 p.m.
1079,foxbusiness,,12:37 p.m.,,3:31 p.m.
1080,foxbusiness,,10:53 a.m.,,11:21 a.m.
1081,foxbusiness,11:25 p.m.,,6:55 a.m. Dec 02,
1082,foxbusiness,,6:10 a.m.,,7:17 a.m.
1083,foxbusiness,,12:58 a.m.,,5:26 a.m.
1084,foxbusiness,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.
1085,foxbusiness,,7:56 a.m.,,9:09 a.m.
1086,foxbusiness,,10:35 a.m.,,1:19 p.m.
1087,foxbusiness,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:18 p.m.
1088,foxbusiness,,8:26 a.m.,,9:56 a.m.
1089,foxbusiness,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
1090,foxbusiness,4:15 p.m.,4:30 p.m.,7:55 p.m.,7:39 p.m.
1091,foxbusiness,,10:55 a.m.,,1:40 p.m.
1092,foxbusiness,,2:59 p.m.,,7:10 p.m.
1093,foxbusiness,,8:18 a.m.,,11:32 a.m.
1094,foxbusiness,,3:04 p.m.,,5:00 p.m.
1095,foxbusiness,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:09 p.m.
1096,foxbusiness,,12:06 p.m.,,1:14 p.m.
1097,foxbusiness,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:05 a.m.
1098,foxbusiness,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:03 p.m.
1099,foxbusiness,,6:17 a.m.,,10:27 a.m.
1100,foxbusiness,,9:01 a.m.,,10:56 a.m.
1101,foxbusiness,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
1102,foxbusiness,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
1103,foxbusiness,,8:07 a.m.,,1:30 p.m.
1104,foxbusiness,,12:56 p.m.,,3:21 p.m.
1105,foxbusiness,,12:14 p.m.,,2:01 p.m.
1106,foxbusiness,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:42 p.m.
1107,foxbusiness,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.
1108,foxbusiness,,5:38 p.m.,,8:03 p.m.
1109,foxbusiness,,8:36 p.m.,,9:38 p.m.
1110,foxbusiness,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:46 p.m.
1111,foxbusiness,,1:43 p.m.,,5:34 p.m.
1112,foxbusiness,,3:36 p.m.,,3:25 p.m.
1113,foxbusiness,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
1114,foxbusiness,6:30 p.m.,,7:25 p.m.,
1115,foxbusiness,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:43 p.m.
1116,foxbusiness,7:15 p.m.,,12:21 a.m. Dec 02,
1117,foxbusiness,,2:38 p.m.,,7:58 p.m.
1118,foxbusiness,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:09 p.m.
1119,foxbusiness,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.
1120,foxbusiness,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.
1121,foxbusiness,,5:09 p.m.,,7:53 p.m.
1122,foxbusiness,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:35 p.m.
1123,foxbusiness,,4:37 p.m.,,7:36 p.m.
1124,foxbusiness,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
1125,foxbusiness,,10:37 a.m.,,6:34 p.m.
1126,foxbusiness,,7:31 a.m.,,10:45 a.m.
1127,foxbusiness,10:40 a.m.,11:02 a.m.,2:59 p.m.,3:04 p.m.
1128,foxbusiness,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:23 p.m.
1129,foxbusiness,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.
1130,foxbusiness,,2:01 p.m.,,4:17 p.m.
1131,foxbusiness,11:55 p.m.,,5:50 a.m. Dec 02,
1132,foxbusiness,4:25 p.m.,,12:29 a.m. Dec 02,
1133,foxbusiness,9:00 p.m.,,12:15 a.m. Dec 02,
1134,foxbusiness,8:25 p.m.,,11:50 p.m.,
1135,foxbusiness,6:59 a.m.,7:23 a.m.,10:34 a.m.,10:04 a.m.
1136,foxbusiness,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:44 a.m.
1137,foxbusiness,,8:37 a.m.,,9:13 a.m.
1138,foxbusiness,1:30 p.m.,,3:50 p.m.,
1139,foxbusiness,,3:17 p.m.,,4:59 p.m.
1140,foxbusiness,,7:41 a.m.,,8:45 a.m.
1141,foxbusiness,11:08 p.m.,,5:11 a.m.Dec 02,
1142,foxbusiness,5:30 p.m.,,6:40 p.m.,
1143,foxbusiness,,1:45 p.m.,,8:02 a.m.
1144,foxbusiness,,11:47 a.m.,,2:02 p.m.
1145,foxbusiness,,8:40 p.m.,,9:11 p.m.
1146,foxbusiness,,3:04 p.m.,,4:24 p.m.
1147,foxbusiness,,2:59 p.m.,,7:10 p.m.
1148,foxbusiness,,9:43 a.m.,,12:12 p.m.
1149,foxbusiness,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:36 p.m.
1150,foxbusiness,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
1151,foxbusiness,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:07 a.m.
1152,foxbusiness,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:43 p.m.
1153,foxbusiness,7:55 a.m.,8:05 a.m.,11:05 a.m.,11:00 a.m.
1154,foxbusiness,,9:05 a.m.,,12:09 p.m.
1155,foxbusiness,1:05 p.m.,1:20 p.m.,2:35 p.m.,3:01 p.m.
1156,foxbusiness,,8:56 a.m.,,10:10 a.m.
1157,foxbusiness,3:05 p.m.,3:38 p.m.,6:30 p.m.,6:43 p.m.
1158,foxbusiness,7:30 a.m.,8:04 a.m.,8:00 a.m.,7:57 a.m.
1159,foxbusiness,,11:41 a.m.,,4:56 p.m.
1160,foxbusiness,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:09 p.m.
1161,foxbusiness,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
1162,foxbusiness,7:25 a.m.,7:40 a.m.,11:10 a.m.,11:06 a.m.
1163,foxbusiness,,4:02 p.m.,,5:26 p.m.
1164,foxbusiness,11:55 a.m.,11:55 a.m.,6:17 p.m.,6:17 p.m.
1165,foxbusiness,10:40 a.m.,10:55 a.m.,12:55 p.m.,12:48 p.m.
1166,foxbusiness,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:32 a.m.
1167,foxbusiness,4:00 p.m.,4:15 p.m.,7:05 p.m.,6:36 p.m.
1168,foxbusiness,6:00 a.m.,6:11 a.m.,6:40 a.m.,6:19 a.m.
1169,foxbusiness,7:10 a.m.,7:40 a.m.,10:45 a.m.,11:12 a.m.
1170,foxbusiness,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:14 p.m.
1171,usatoday,7:10 a.m.,,9:40 a.m.,
1172,usatoday,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:09 a.m.
1173,usatoday,,7:42 p.m.,,10:23 p.m.
1174,usatoday,8:41 a.m.,,9:54 a.m.,
1175,usatoday,7:45 p.m.,,10:30 p.m.,
1176,usatoday,,6:10 a.m.,,7:10 a.m.
1177,usatoday,,8:26 a.m.,,9:54 a.m.
1178,usatoday,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
1179,usatoday,4:15 p.m.,,7:55 p.m.,
1180,usatoday,,5:38 p.m.,,7:55 p.m.
1181,usatoday,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:00 a.m.
1182,usatoday,11:05 a.m.,,4:57 p.m.,
1183,usatoday,10:45 a.m.,,2:20 p.m.,
1184,usatoday,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
1185,usatoday,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
1186,usatoday,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.
1187,usatoday,,12:56 p.m.,,3:20 p.m.
1188,usatoday,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.
1189,usatoday,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:36 p.m.
1190,usatoday,12:57 p.m.,,4:52 p.m.,
1191,usatoday,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
1192,usatoday,6:45 p.m.,,9:10 p.m.,
1193,usatoday,7:15 p.m.,Not Available,12:21 a.m. Dec 02,Not Available
1194,usatoday,,2:38 p.m.,,7:53 p.m.
1195,usatoday,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
1196,usatoday,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
1197,usatoday,10:25 a.m.,,6:44 p.m.,
1198,usatoday,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
1199,usatoday,1:33 p.m.,,4:31 p.m.,
1200,usatoday,11:55 p.m.,12:10 a.m. (Estimated runway),5:50 a.m.,5:42 a.m. (Estimated runway)
1201,usatoday,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:28 p.m.
1202,usatoday,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
1203,usatoday,,3:17 p.m.,,4:55 p.m.
1204,usatoday,,7:41 a.m.,,8:41 a.m.
1205,usatoday,11:08 p.m.,,5:11 a.m.,
1206,usatoday,5:30 p.m.,,6:09 p.m.,
1207,usatoday,,11:47 a.m.,,2:02 p.m.
1208,usatoday,,3:04 p.m.,,4:24 p.m.
1209,usatoday,,9:43 a.m.,,12:10 p.m.
1210,usatoday,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
1211,usatoday,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:07 a.m.
1212,usatoday,4:25 p.m.,Not Available,12:29 a.m. Dec 02,Not Available
1213,usatoday,12:10 p.m.,,2:15 p.m.,
1214,usatoday,7:55 a.m.,,11:05 a.m.,
